County,Muni,ReportingUnit,PollingPlaceName,PollingPlaceAddress,Phone,VotimgRoomArea,TypeOfBuilding,Longitude,Latitude,ElectionName
DANE COUNTY,CITY OF MADISON,Ward 101,ELVER PARK SHELTER,"1250 MCKENNA BLVD, MADISON, WI 53719",2664,,Government,-89.5025260001,43.0390772223,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 102,ELVER PARK SHELTER,"1250 MCKENNA BLVD, MADISON, WI 53719",2664,,Government,-89.5025260001,43.0390772223,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 119,ELVER PARK SHELTER,"1250 MCKENNA BLVD, MADISON, WI 53719",2664,,Government,-89.5025260001,43.0390772223,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 121,ELVER PARK SHELTER,"1250 MCKENNA BLVD, MADISON, WI 53719",2664,,Government,-89.5025260001,43.0390772223,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 190,MARQUETTE UNIVERSITY ALUMNI UNION,"1442 W WISCONSIN AVE, MILWAUKEE, WI 53233-2238",4142863491,,School,-87.9310955107,43.0387298763,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 191,MARQUETTE UNIVERSITY ALUMNI UNION,"1442 W WISCONSIN AVE, MILWAUKEE, WI 53233-2238",4142863491,,School,-87.9310955107,43.0387298763,2016 General Election
WAUKESHA COUNTY,TOWN OF BROOKFIELD,"Wards 1,3-4,10",BROOKFIELD TOWN HALL,"645 JANACEK RD, BROOKFIELD, WI 53045-6052",2627963788,,Government,-88.157223,43.038414,2016 General Election
WAUKESHA COUNTY,TOWN OF BROOKFIELD,Ward 9,BROOKFIELD TOWN HALL,"645 JANACEK RD, BROOKFIELD, WI 53045-6052",2627963788,,Government,-88.157223,43.038414,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 71,BADGER ROCK NEIGHBORHOOD CENTER,"501 E BADGER RD, MADISON, WI 53713-2120",2749111,,School,-89.3788540363,43.0382611603,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 103,MADISON WEST POLICE DISTRICT,"1710 MCKENNA BLVD, MADISON, WI 53711-3215",6082130501,,Government,-89.4976654053,43.0338478088,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 114,MADISON WEST POLICE DISTRICT,"1710 MCKENNA BLVD, MADISON, WI 53711-3215",6082130501,,Government,-89.4976654053,43.0338478088,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 115,MADISON WEST POLICE DISTRICT,"1710 MCKENNA BLVD, MADISON, WI 53711-3215",6082130501,,Government,-89.4976654053,43.0338478088,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 116,MADISON WEST POLICE DISTRICT,"1710 MCKENNA BLVD, MADISON, WI 53711-3215",6082130501,,Government,-89.4976654053,43.0338478088,2016 General Election
GRANT COUNTY,TOWN OF MILLVILLE,Ward 1,MILLVILLE TOWN HALL,"10247 COUNTY ROAD C, WOODMAN, WI 53827-9604",6089884260,,Government,-90.929303,43.033374,2016 General Election
WAUKESHA COUNTY,CITY OF BROOKFIELD,Ward 18,SWANSON ELEMENTARY SCHOOL,"305 N CALHOUN RD, BROOKFIELD, WI 53005-3401",2627829650,,School,-88.128799,43.033291,2016 General Election
WAUKESHA COUNTY,CITY OF BROOKFIELD,Ward 19,SWANSON ELEMENTARY SCHOOL,"305 N CALHOUN RD, BROOKFIELD, WI 53005-3401",2627829650,,School,-88.128799,43.033291,2016 General Election
WAUKESHA COUNTY,CITY OF BROOKFIELD,Ward 20,SWANSON ELEMENTARY SCHOOL,"305 N CALHOUN RD, BROOKFIELD, WI 53005-3401",2627829650,,School,-88.128799,43.033291,2016 General Election
WAUKESHA COUNTY,CITY OF BROOKFIELD,Ward 21,SWANSON ELEMENTARY SCHOOL,"305 N CALHOUN RD, BROOKFIELD, WI 53005-3401",2627829650,,School,-88.128799,43.033291,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 196,MERRILL PARK HOUSING,"222 N 33RD ST, MILWAUKEE, WI 53208-4100",4142863491,,Government,-87.9552977532,43.0332360417,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 197,MERRILL PARK HOUSING,"222 N 33RD ST, MILWAUKEE, WI 53208-4100",4142863491,,Government,-87.9552977532,43.0332360417,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 210,CANNON PARK PAVILION,"303 N 95TH ST, MILWAUKEE, WI 53226-4441",4142863491,,Government,-88.0308991671,43.033214584,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 211,CANNON PARK PAVILION,"303 N 95TH ST, MILWAUKEE, WI 53226-4441",4142863491,,Government,-88.0308991671,43.033214584,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 77,TOKI MIDDLE SCHOOL,"5606 RUSSETT RD, MADISON, WI 53711-3568",6082044740,,School,-89.476846,43.033042,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 207,MACDOWELL MONTESSORI SCHOOL,"6415 W MOUNT VERNON AVE, MILWAUKEE, WI 53213-4025",,,School,-87.9927749634,43.032661438,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 208,MACDOWELL MONTESSORI SCHOOL,"6415 W MOUNT VERNON AVE, MILWAUKEE, WI 53213-4025",,,School,-87.9927749634,43.032661438,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 209,DYER PLAYGROUND FIELDHOUSE,"151 N 80TH ST, MILWAUKEE, WI 53213-3435",4142863491,,School,-88.0122933537,43.0325433612,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 1,ELKS LODGE,"2301 SPRINGDALE RD, WAUKESHA, WI 53186-2856",(262) 524-3550,,Business,-88.1849060059,43.0323028564,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 2,ELKS LODGE,"2301 SPRINGDALE RD, WAUKESHA, WI 53186-2856",(262) 524-3550,,Business,-88.1849060059,43.0323028564,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 92,MEADOWRIDGE LIBRARY,"5726 RAYMOND RD, MADISON, WI 53711-4232",,,Government,-89.4777517766,43.0320008844,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 95,MEADOWRIDGE LIBRARY,"5726 RAYMOND RD, MADISON, WI 53711-4232",,,Government,-89.4777517766,43.0320008844,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 93,GOOD SHEPHERD LUTHERAN CHURCH,"5701 RAYMOND RD, MADISON, WI 53711-4231",6082716633,,,-89.4777832031,43.0311851501,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 94,GOOD SHEPHERD LUTHERAN CHURCH,"5701 RAYMOND RD, MADISON, WI 53711-4231",6082716633,,,-89.4777832031,43.0311851501,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 76,REVIVAL RIDGE APARTMENTS,"2313 ALLIED DR, MADISON, WI 53711-4598",6082664601,,Private,-89.459527,43.028153,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 212,LUTHER BURBANK SCHOOL,"6035 W ADLER ST, MILWAUKEE, WI 53214-1835",4142863491,,School,-87.987947613,43.0277522653,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 213,LUTHER BURBANK SCHOOL,"6035 W ADLER ST, MILWAUKEE, WI 53214-1835",4142863491,,School,-87.987947613,43.0277522653,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 74,LEOPOLD ELEMENTARY,"2602 POST RD, MADISON, WI 53713-3528",6082044240,,School,-89.421455,43.027634,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 75,LEOPOLD ELEMENTARY,"2602 POST RD, MADISON, WI 53713-3528",6082044240,,School,-89.421455,43.027634,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 9,HAWTHORNE SCHOOL,"1111 MAITLAND DR, WAUKESHA, WI 53188-2361",2625243550,,School,-88.247529,43.026543,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 10,HAWTHORNE SCHOOL,"1111 MAITLAND DR, WAUKESHA, WI 53188-2361",2625243550,,School,-88.247529,43.026543,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 11,HAWTHORNE SCHOOL,"1111 MAITLAND DR, WAUKESHA, WI 53188-2361",2625243550,,School,-88.247529,43.026543,2016 General Election
WAUKESHA COUNTY,TOWN OF DELAFIELD,Wards 9-11,DELAFIELD FIRE STATION NO. 2,"W329S690 COUNTY ROAD C, DELAFIELD, WI 53018",2626462398,,Government,-88.4039783478,43.0250794441,2016 General Election
WAUKESHA COUNTY,TOWN OF BROOKFIELD,"Wards 2,5-8",SAINT JOHN'S LUTHERAN CHURCH,"20275 DAVIDSON RD, BROOKFIELD, WI 53045-3552",2627963788,,Religious,-88.165897,43.024119,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 235,BRADLEY TECH HIGH SCHOOL,"700 S 4TH ST, MILWAUKEE, WI 53204-1760",4142863491,,School,-87.9154099524,43.0240622163,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 240,BRADLEY TECH HIGH SCHOOL,"700 S 4TH ST, MILWAUKEE, WI 53204-1760",4142863491,,School,-87.9154099524,43.0240622163,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 227,MITCHELL COURT APARTMENTS,"2600 W NATIONAL AVE, MILWAUKEE, WI 53204-1077",4142863491,,Government,-87.9468078613,43.0226974487,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 35,WAUKESHA FIRE STATION NO. 5,"3051 SUMMIT AVE, WAUKESHA, WI 53188-2660",2625243550,,Government,-88.280794,43.021274,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 36,WAUKESHA FIRE STATION NO. 5,"3051 SUMMIT AVE, WAUKESHA, WI 53188-2660",2625243550,,Government,-88.280794,43.021274,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 234,UNITED COMMUNITY CENTER,"1028 S 9TH ST, MILWAUKEE, WI 53204-1335",4142863491,,Private,-87.9224997014,43.0206598341,2016 General Election
WAUKESHA COUNTY,TOWN OF DELAFIELD,Wards 7-8,BRANDYBROOK SCHOOL,"S11W29980 SUMMIT AVE, WAUKESHA, WI 53188",2626462398,,School,-88.3077420294,43.0205632746,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 225,CLARKE SQUARE PARK PAVILION,"2330 W VIEAU PL, MILWAUKEE, WI 53204-1974",4142863491,,Government,-87.942245,43.020356,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 226,CLARKE SQUARE PARK PAVILION,"2330 W VIEAU PL, MILWAUKEE, WI 53204-1974",4142863491,,Government,-87.942245,43.020356,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 321,CLARKE SQUARE PARK PAVILION,"2330 W VIEAU PL, MILWAUKEE, WI 53204-1974",4142863491,,Government,-87.942245,43.020356,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 228,LONGFELLOW SCHOOL,"1021 S 21ST ST, MILWAUKEE, WI 53204-2030",4142863491,,School,-87.9400863647,43.0199584961,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 233,LONGFELLOW SCHOOL,"1021 S 21ST ST, MILWAUKEE, WI 53204-2030",4142863491,,School,-87.9400863647,43.0199584961,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 320,LONGFELLOW SCHOOL,"1021 S 21ST ST, MILWAUKEE, WI 53204-2030",4142863491,,School,-87.9400863647,43.0199584961,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 96,HERITAGE CONGREGATIONAL CHURCH,"3102 PRAIRIE RD, MADISON, WI 53719-1578",0,,,-89.4922332764,43.019908905,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 99,HERITAGE CONGREGATIONAL CHURCH,"3102 PRAIRIE RD, MADISON, WI 53719-1578",0,,,-89.4922332764,43.019908905,2016 General Election
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 12,MADISON ELEMENTARY SCHOOL,"1117 S 104TH ST, WEST ALLIS, WI 53214-2558",4143028200,,School,-88.0424591,43.0196195,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 215,DOERFLER SCHOOL,"3014 W SCOTT ST, MILWAUKEE, WI 53215-1643",4142863491,,School,-87.952041626,43.0196075439,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 216,DOERFLER SCHOOL,"3014 W SCOTT ST, MILWAUKEE, WI 53215-1643",4142863491,,School,-87.952041626,43.0196075439,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 219,DOERFLER SCHOOL,"3014 W SCOTT ST, MILWAUKEE, WI 53215-1643",4142863491,,School,-87.952041626,43.0196075439,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 220,DOERFLER SCHOOL,"3014 W SCOTT ST, MILWAUKEE, WI 53215-1643",4142863491,,School,-87.952041626,43.0196075439,2016 General Election
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 11,LAFOLLETTE PARK PAVILION,"9418 W WASHINGTON ST, WEST ALLIS, WI 53214-2756",4143028200,,Government,-88.0296432227,43.019566834,2016 General Election
DANE COUNTY,CITY OF FITCHBURG,Wards 10-13,CANDLEWOOD SUITES,"5421 CADDIS BEND, FITCHBURG, WI 53711",(608) 270-4210,Ballroom,Business,-89.421709,43.019532,2016 General Election
DANE COUNTY,CITY OF FITCHBURG,Ward 14,CANDLEWOOD SUITES,"5421 CADDIS BEND, FITCHBURG, WI 53711",(608) 270-4210,Ballroom,Business,-89.421709,43.019532,2016 General Election
WAUKESHA COUNTY,CITY OF BROOKFIELD,Ward 22,ST LUKE CATHOLIC SCHOOL,"18000 W GREENFIELD AVE, BROOKFIELD, WI 53045-6615",2627966653,,Religious,-88.138092041,43.0188713074,2016 General Election
WAUKESHA COUNTY,CITY OF BROOKFIELD,Ward 23,ST LUKE CATHOLIC SCHOOL,"18000 W GREENFIELD AVE, BROOKFIELD, WI 53045-6615",2627966653,,Religious,-88.138092041,43.0188713074,2016 General Election
WAUKESHA COUNTY,CITY OF BROOKFIELD,Ward 24,ST LUKE CATHOLIC SCHOOL,"18000 W GREENFIELD AVE, BROOKFIELD, WI 53045-6615",2627966653,,Religious,-88.138092041,43.0188713074,2016 General Election
DANE COUNTY,VILLAGE OF BLUE MOUNDS,Ward 1,BLUE MOUNDS VILLAGE HALL,"11011 BRIGHAM AVE, BLUE MOUNDS, WI 53517-9662",6084375197,,Government,-89.8339691162,43.0184555054,2016 General Election
MILWAUKEE COUNTY,VILLAGE OF WEST MILWAUKEE,"Ward 1-2,5",WEST MILWAUKEE COMMUNITY CENTER,"1345 S 47TH ST, W MILWAUKEE, WI 53214-3509",4146451530,,Government,-87.972674,43.01759,2016 General Election
MILWAUKEE COUNTY,VILLAGE OF WEST MILWAUKEE,"Ward 3-4,6",WEST MILWAUKEE COMMUNITY CENTER,"1345 S 47TH ST, W MILWAUKEE, WI 53214-3509",4146451530,,Government,-87.972674,43.01759,2016 General Election
IOWA COUNTY,TOWN OF BRIGHAM,Wards 1-2,Barneveld-Brigham Municipal Building,"407 COUNTY ROAD ID, BARNEVELD, WI 53507",(608) 924-1013,Meeting Room,Government,-89.8917467147,43.0169590563,2016 General Election
DANE COUNTY,CITY OF FITCHBURG,Wards 1-4,FITCHBURG FIRE STATION NO. 2,"5415 KING JAMES WAY, FITCHBURG, WI 53719-1783",(608) 270-4210,,Government,-89.4752426147,43.0169372559,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 100,MERITER MCKEE CLINIC,"3102 MERITER WAY, MADISON, WI 53719-5833",6084178800,,Private,-89.5277481079,43.0168762207,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 6,ROTARY BUILDING,"1150 BAXTER ST, WAUKESHA, WI 53186-3884",(262) 524-3550,,Government,-88.223291,43.016779,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 7,ROTARY BUILDING,"1150 BAXTER ST, WAUKESHA, WI 53186-3884",(262) 524-3550,,Government,-88.223291,43.016779,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 8,ROTARY BUILDING,"1150 BAXTER ST, WAUKESHA, WI 53186-3884",(262) 524-3550,,Government,-88.223291,43.016779,2016 General Election
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 6,WEST ALLIS CITY HALL,"7525 W GREENFIELD AVE, WEST ALLIS, WI 53214-4648",4143028200,,Government,-88.0064320564,43.0166566372,2016 General Election
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 1,LIBERTY HEIGHTS PARK FIELD HOUSE,"6101 W ORCHARD ST, WEST ALLIS, WI 53214",4143028200,,Government,-87.9888575524,43.0157654732,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 37,BLAIR SCHOOL,"301 HYDE PARK AVE, WAUKESHA, WI 53188-3051",(262) 524-3550,,School,-88.239819,43.01563,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 38,BLAIR SCHOOL,"301 HYDE PARK AVE, WAUKESHA, WI 53188-3051",(262) 524-3550,,School,-88.239819,43.01563,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 3,WAUKESHA CITY HALL,"201 DELAFIELD ST, WAUKESHA, WI 53188-3646",2625243550,,Government,-88.2345657349,43.0153236389,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 4,WAUKESHA CITY HALL,"201 DELAFIELD ST, WAUKESHA, WI 53188-3646",2625243550,,Government,-88.2345657349,43.0153236389,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 5,WAUKESHA CITY HALL,"201 DELAFIELD ST, WAUKESHA, WI 53188-3646",2625243550,,Government,-88.2345657349,43.0153236389,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 236,ALLEN-FIELD ELEMENTARY SCHOOL,"730 W LAPHAM BLVD, MILWAUKEE, WI 53204-3428",4142863491,,School,-87.9204788208,43.01512146,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 237,ALLEN-FIELD ELEMENTARY SCHOOL,"730 W LAPHAM BLVD, MILWAUKEE, WI 53204-3428",4142863491,,School,-87.9204788208,43.01512146,2016 General Election
DANE COUNTY,TOWN OF BLUE MOUNDS,Ward 1,BLUE MOUNDS TOWN HALL,"10566 BLUE VISTA RD, BLUE MOUNDS, WI 53517-9701",6084375311,,Government,-89.800886,43.015026,2016 General Election
JEFFERSON COUNTY,VILLAGE OF SULLIVAN,Ward 1,SULLIVAN VILLAGE PARK,"408 GROVE ST, SULLIVAN, WI 53178-9770",2625932388,,Government,-88.5887145996,43.0149726868,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 229,SOUTH DIVISION HIGH SCHOOL,"1515 W LAPHAM BLVD, MILWAUKEE, WI 53204-3236",4142863491,,School,-87.9311578721,43.0142198503,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 231,SOUTH DIVISION HIGH SCHOOL,"1515 W LAPHAM BLVD, MILWAUKEE, WI 53204-3236",4142863491,,School,-87.9311578721,43.0142198503,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 232,SOUTH DIVISION HIGH SCHOOL,"1515 W LAPHAM BLVD, MILWAUKEE, WI 53204-3236",4142863491,,School,-87.9311578721,43.0142198503,2016 General Election
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 15,WOODROW WILSON SCHOOL FIELD HOUSE,"8710 W ORCHARD ST, WEST ALLIS, WI 53214-4345",4143028200,,Government,-88.0210889876,43.0140582472,2016 General Election
DANE COUNTY,VILLAGE OF MCFARLAND,Ward 1-10,MCFARLAND MUNICIPAL CENTER,"5915 MILWAUKEE ST, MC FARLAND, WI 53558-8962",6088383153,,Government,-89.2869720459,43.0137176514,2016 General Election
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 2,POLICE SATELLITE STATION,"6900 W NATIONAL AVE, WEST ALLIS, WI 53214",4143028000,,Government,-87.9992041737,43.0133300275,2016 General Election
WAUKESHA COUNTY,VILLAGE OF DOUSMAN,Wards 1-3,DOUSMAN VILLAGE HALL,"118 S MAIN ST, DOUSMAN, WI 53118-9557",2629653792,,Government,-88.4728246182,43.0131114274,2016 General Election
IOWA COUNTY,VILLAGE OF BARNEVELD,Wards 1-2,BARNEVELD MUNICIPAL BUILDING,"403 E COUNTY HWY ID, BARNEVELD, WI 53507",6089246861,,Government,-89.899411,43.012509,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 221,O.A.S.I.S. SENIOR CENTER,"2414 W MITCHELL ST, MILWAUKEE, WI 53204-3025",4142863491,,Government,-87.9440224171,43.012457639,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 222,O.A.S.I.S. SENIOR CENTER,"2414 W MITCHELL ST, MILWAUKEE, WI 53204-3025",4142863491,,Government,-87.9440224171,43.012457639,2016 General Election
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 8,WEST ALLIS PUBLIC LIBRARY,"7421 W NATIONAL AVE, WEST ALLIS, WI 53214-4699",4143028200,,Government,-88.0052927881,43.0121257156,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 217,BURNHAM PLAYGROUND FIELDHOUSE,"1755 S 32ND ST, MILWAUKEE, WI 53215-2103",4142863491,,School,-87.9540109634,43.0118460953,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 218,BURNHAM PLAYGROUND FIELDHOUSE,"1755 S 32ND ST, MILWAUKEE, WI 53215-2103",4142863491,,School,-87.9540109634,43.0118460953,2016 General Election
JEFFERSON COUNTY,TOWN OF OAKLAND,Ward 1-4,OAKLAND TOWN HALL,"N4450 COUNTY ROAD A, CAMBRIDGE, WI 53523-9014",6084239635,,Government,-88.96507,43.011674,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 97,SAINT MARY'S CARE CENTER,"3401 MAPLE GROVE DR, MADISON, WI 53719-5013",6088450582,,Private,-89.497348,43.011285,2016 General Election
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 7,HERITAGE WEST ALLIS,"7901 W NATIONAL AVE, MILWAUKEE, WI 53214-4568",4143028200,,Private,-88.01093,43.01105,2016 General Election
CRAWFORD COUNTY,TOWN OF BRIDGEPORT,Ward 1,BRIDGEPORT TOWN HALL,"38466 OLD SCHOOL LN, PRAIRIE DU CHIEN, WI 53821",6083262385,,Private,-91.0697373748,43.0106672645,2016 General Election
DANE COUNTY,CITY OF MADISON,Ward 98,CHAVEZ ELEMENTARY,"3502 MAPLE GROVE DR, MADISON, WI 53719-4879",6084422000,,School,-89.5009536743,43.0095176697,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 25,E AND R UCC CHURCH,"413 WISCONSIN AVE, WAUKESHA, WI 53186-4735",(262) 524-3550,,Religious,-88.2350463867,43.009223938,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 26,E AND R UCC CHURCH,"413 WISCONSIN AVE, WAUKESHA, WI 53186-4735",(262) 524-3550,,Religious,-88.2350463867,43.009223938,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 27,E AND R UCC CHURCH,"413 WISCONSIN AVE, WAUKESHA, WI 53186-4735",(262) 524-3550,,Religious,-88.2350463867,43.009223938,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 28,E AND R UCC CHURCH,"413 WISCONSIN AVE, WAUKESHA, WI 53186-4735",(262) 524-3550,,Religious,-88.2350463867,43.009223938,2016 General Election
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 29,E AND R UCC CHURCH,"413 WISCONSIN AVE, WAUKESHA, WI 53186-4735",(262) 524-3550,,Religious,-88.2350463867,43.009223938,2016 General Election
DANE COUNTY,VILLAGE OF MOUNT HOREB,Ward 5-9,MOUNT HOREB SENIOR CENTER,"107 N GROVE ST, MOUNT HOREB, WI 53572-1909",6084376884,,Government,-89.7404097766,43.0089144409,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 223,BOYS AND GIRLS CLUB - DON AND SALLIE DAVIS,"1975 S 24TH ST, MILWAUKEE, WI 53204-3615",4142863491,,Private,-87.943719998,43.0088996887,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 224,BOYS AND GIRLS CLUB - DON AND SALLIE DAVIS,"1975 S 24TH ST, MILWAUKEE, WI 53204-3615",4142863491,,Private,-87.943719998,43.0088996887,2016 General Election
DANE COUNTY,VILLAGE OF MOUNT HOREB,Ward 1-4,MOUNT HOREB PUBLIC LIBRARY,"105 PERIMETER RD, MOUNT HOREB, WI 53572-2013",6084376884,,Government,-89.720168,43.008236,2016 General Election
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 14,FRANKLIN FIELD HOUSE,"1964 S 86TH ST, WEST ALLIS, WI 53227-1712",4143028200,,Government,-88.0197606236,43.0080179125,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 238,KOSCIUSZKO CAMPUS,"971 W WINDLAKE AVE, MILWAUKEE, WI 53204-3822",4142863491,,School,-87.9234619141,43.0074615479,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 239,KOSCIUSZKO CAMPUS,"971 W WINDLAKE AVE, MILWAUKEE, WI 53204-3822",4142863491,,School,-87.9234619141,43.0074615479,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 230,BECHER TERRACE,"1800 W BECHER ST, MILWAUKEE, WI 53215-2671",4142863491,,Government,-87.9360656738,43.0070953369,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 256,BECHER TERRACE,"1800 W BECHER ST, MILWAUKEE, WI 53215-2671",4142863491,,Government,-87.9360656738,43.0070953369,2016 General Election
MILWAUKEE COUNTY,CITY OF WEST ALLIS,Ward 4,WEST ALLIS FIRE STATION NO. 2,"2040 S 67TH PL, WEST ALLIS, WI 53219-1305",4143028200,,Government,-87.9967090487,43.0070583522,2016 General Election
IOWA COUNTY,VILLAGE OF RIDGEWAY,Ward 1,RIDGEWAY VILLAGE HALL,"113 DOUGHERTY CT, RIDGEWAY, WI 53582-9778",(608) 924-5881,,Government,-89.987305,43.00598,2016 General Election
JEFFERSON COUNTY,TOWN OF JEFFERSON,Wards 1-3,SAINT COLETTA'S CABIN,"N4390 COUNTY HWY Y, JEFFERSON, WI 53549",9206742869,,Private,-88.782227,43.005849,2016 General Election
MILWAUKEE COUNTY,CITY OF MILWAUKEE,Ward 250,KOSCIUSZKO COMMUNITY CENTER,"2201 S 7TH ST, MILWAUKEE, WI 53215-2775",4142863491,,Government,-87.9200226814,43.0044727027,2016 General Election
